node,desc,type,pmax,pmin,fuelcost,inflow_fac,inflow_ref,storage_cap,storage_price,storval_filling_ref,storval_time_ref,storage_ini,pump_cap,pump_efficiency,pump_deadband,gen_lat,gen_lon,year,status
NO1_5,NO1_5 fossil_gas,fossil_gas,0.707881311,0,45,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO1_5,NO1_5 solar,solar,1.719140326,0,0.01,1,solar_NO1,0,1,const,const,0.6,0,0,0,,,,created
NO2_1,NO2_1 ror,ror,872.8815617,0,1,0.46,inflow_NO2,0,1,const,const,0.6,0,0,0,,,,created
NO2_1,NO2_1 wind_off,wind_off,3.454676366,0,0.015,0.8,windoff_Nordavind A,0,1,const,const,0.6,0,0,0,,,,created
NO2_1,NO2_1 fossil_gas,fossil_gas,13.24292607,0,45,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_1,NO2_1 biomass,biomass,12.66714667,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_1,NO2_1 hydro,hydro,5984.075245,0,0,0.46,inflow_NO2,19479192.69,10,hydro,const,0.6,0,0,5,,,,updated
NO2_1,NO2_1 solar,solar,10.67560609,0,0.01,1,solar_NO2,0,1,const,const,0.6,0,0,0,,,,updated
NO2_1,NO2_1 wind_on,wind_on,833.1527835,0,0.015,0.8,windon_NO2,0,1,const,const,0.6,0,0,0,,,,updated
NO2_2,NO2_2 hydro,hydro,393.6362979,0,0,0.46,inflow_NO2,1281353.757,10,hydro,const,0.6,0,0,5,,,,updated
NO2_2,NO2_2 biomass,biomass,0.833253012,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_2,NO2_2 fossil_gas,fossil_gas,0.871128149,0,45,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_2,NO2_2 wind_on,wind_on,54.80532311,0,0.015,0.8,windon_NO2,0,1,const,const,0.6,0,0,0,,,,updated
NO2_2,NO2_2 ror,ror,57.41870756,0,1,0.46,inflow_NO2,0,1,const,const,0.6,0,0,0,,,,created
NO2_2,NO2_2 wind_off,wind_off,0.227250821,0,0.015,0.8,windoff_Nordavind A,0,1,const,const,0.6,0,0,0,,,,created
NO2_3,NO2_3 biomass,biomass,1.926978928,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_3,NO2_3 fossil_gas,fossil_gas,2.01456888,0,45,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_3,NO2_3 wind_off,wind_off,0.525539708,0,0.015,0.8,windoff_Nordavind A,0,1,const,const,0.6,0,0,0,,,,created
NO2_3,NO2_3 ror,ror,132.7863662,0,1,0.46,inflow_NO2,0,1,const,const,0.6,0,0,0,,,,created
NO2_3,NO2_3 wind_on,wind_on,126.7426595,0,0.015,0.8,windon_NO2,0,1,const,const,0.6,0,0,0,,,,updated
NO2_3,NO2_3 hydro,hydro,910.3223638,0,0,0.46,inflow_NO2,2963255.642,10,hydro,const,0.6,0,0,5,,,,updated
NO2_4,NO2_4 biomass,biomass,4.296969472,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_4,NO2_4 fossil_gas,fossil_gas,4.492286267,0,45,1,const,0,1,const,const,0.6,0,0,0,,,,created
NO2_4,NO2_4 wind_off,wind_off,1.171900765,0,0.015,0.8,windoff_Nordavind A,0,1,const,const,0.6,0,0,0,,,,created
NO2_4,NO2_4 ror,ror,296.10026,0,1,0.46,inflow_NO2,0,1,const,const,0.6,0,0,0,,,,created
