const,csp,flexdemand,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40,week 41,week 42,week 43,week 44,week 45,week 46,week 47,week 48,week 49,week 50,week 51,week 52
1,1.155555556,2.95,8.990341048,8.925788408,9.006022796,8.778657708,8.749956998,8.947406724,8.853526778,8.740541728,8.69704939,8.706050433,8.710814317,8.683427304,8.596481479,8.661410942,8.515760388,8.556783302,8.531311918,8.372099867,8.390668915,8.297459012,8.290986913,8.290913135,8.340154992,8.341807852,8.327804111,8.296676026,8.308318612,8.279674865,8.248766202,8.244683417,8.260924601,8.282241137,8.305726647,8.346879621,8.343197867,8.29883906,8.350500363,8.378065222,8.470487695,8.49523241,8.532596026,8.51684351,8.512011041,8.612537435,8.608552557,8.647984447,8.820525572,8.721207516,8.782559127,8.824954435,8.772584956,8.673402794
1,1.151111111,2.9,8.788824122,8.716277601,8.80644782,8.550926961,8.518672097,8.740573023,8.635067448,8.508090886,8.459212671,8.469328359,8.474682179,8.443903694,8.346190926,8.419160933,8.255473733,8.301576723,8.272951088,8.094023001,8.114891549,8.010138991,8.00286542,8.002782504,8.058122231,8.059979773,8.044241878,8.009259044,8.02234339,7.990152542,7.955416304,7.950827927,7.969080338,7.993036609,8.01943045,8.065679605,8.061541921,8.011689937,8.069748722,8.100727077,8.204594692,8.232403671,8.274394213,8.256690983,8.251260086,8.364235172,8.359756827,8.404071767,8.597979535,8.486362421,8.555311513,8.602956847,8.544102189,8.432637797
1,1.146666667,2.85,8.566328057,8.485585154,8.585942899,8.301553026,8.265653974,8.512625498,8.395199793,8.253877287,8.19947676,8.210735329,8.216694029,8.182438158,8.0736857,8.154899935,7.972719183,8.024030938,7.992171149,7.793027579,7.816253878,7.699666266,7.691570919,7.691478636,7.753070703,7.755138112,7.737622133,7.698686902,7.713249531,7.677421728,7.638760953,7.633654176,7.653968764,7.68063164,7.710007484,7.761481917,7.756876753,7.70139244,7.766010767,7.800489089,7.916091776,7.947042642,7.99377732,7.97407396,7.968029474,8.093768604,8.08878429,8.138105979,8.353921649,8.229693917,8.306432949,8.359461303,8.293957184,8.169899429
1,1.142222222,2.8,8.324103292,8.235004833,8.345747946,8.03192842,7.992314409,8.264843406,8.13526608,7.979319029,7.919288947,7.931712592,7.938287919,7.900487132,7.78048059,7.870099157,7.669065707,7.725687381,7.69053063,7.470778991,7.496408828,7.367756325,7.358823243,7.358721411,7.426687238,7.42896859,7.409639997,7.366675613,7.382745233,7.343209844,7.300548318,7.294913074,7.317329886,7.346751929,7.379167687,7.435968874,7.430887151,7.369661129,7.440966385,7.479012644,7.606578299,7.640732069,7.692303013,7.670560681,7.663890691,7.802641743,7.797141635,7.851567304,8.08971633,7.95263308,8.037313334,8.095829247,8.023546534,7.886650851
1,1.137777778,2.75,8.06444601,7.966886089,8.088146204,7.744524007,7.701147951,7.999558358,7.857675392,7.686918432,7.62118744,7.634790928,7.641990698,7.600600063,7.469196794,7.567326217,7.347201114,7.409200008,7.370704507,7.130083595,7.158147434,7.017277119,7.007495684,7.00738418,7.081804556,7.084302562,7.06313838,7.016093773,7.033689487,6.990399519,6.943686532,6.937516123,6.962061804,6.994277987,7.02977219,7.091967646,7.086403324,7.019362817,7.097439758,7.139099177,7.27877943,7.316176699,7.372645209,7.348838062,7.341534639,7.493462538,7.487440098,7.547034439,7.807799894,7.657698184,7.750420314,7.814493339,7.735346115,7.585449784
1,1.133333333,2.7,7.790786822,7.68472284,7.816552905,7.442977994,7.395820953,7.720243071,7.565992511,7.380351081,7.308890478,7.323679749,7.331507105,7.286508549,7.143651176,7.250334302,7.011021428,7.078424616,7.036573555,6.774978302,6.805488398,6.652338759,6.6417047,6.641583477,6.722490896,6.725206647,6.702197635,6.651052264,6.670181753,6.623118304,6.572333459,6.56562519,6.59231046,6.627334848,6.665922995,6.733539878,6.727490528,6.654606262,6.739488981,6.78477975,6.936635592,6.97729269,7.038683424,7.012801065,7.00486102,7.170032106,7.163484705,7.22827374,7.511769487,7.348583775,7.449388268,7.519046383,7.433000087,7.270037657
1,1.128888889,2.65,7.507675897,7.393137821,7.535500588,7.132078517,7.081153814,7.431495979,7.264921408,7.064447961,6.987277938,7.003248813,7.011701544,6.96310778,6.808836668,6.924043354,6.665610326,6.738398763,6.693203968,6.410708286,6.443656019,6.278270328,6.26678665,6.266655742,6.354027344,6.356960073,6.332112731,6.276881047,6.297538907,6.246715274,6.19187292,6.184628688,6.213446005,6.251268704,6.292939891,6.365959096,6.359426427,6.280718996,6.372383509,6.421292832,6.585281356,6.629186796,6.695482406,6.667532149,6.658957726,6.83732533,6.830254817,6.90022024,7.206366178,7.030142572,7.139000946,7.21422447,7.121303415,6.945320929
1,1.124444444,2.6,7.220631712,7.097729472,7.250488306,6.817606261,6.762962771,7.138888741,6.960150029,6.74503697,6.662231591,6.679368742,6.688438736,6.636296403,6.470759613,6.59437929,6.31707414,6.395177966,6.346682812,6.043557829,6.078911576,5.901448563,5.889126287,5.888985819,5.98273775,5.985884642,5.959222818,5.89995783,5.922124234,5.867589195,5.808741968,5.800968724,5.831890431,5.87247514,5.917189374,5.99554082,5.988531102,5.904076046,6.002434378,6.054915313,6.230879131,6.277990774,6.349127634,6.319136304,6.309935732,6.501328665,6.493741827,6.568816489,6.897318793,6.708226423,6.825034202,6.905750938,6.806044305,6.617210664
1,1.12,2.55,6.935839355,6.804767186,6.967680666,6.506022781,6.447746865,6.848662518,6.658042149,6.428629446,6.340319578,6.358595922,6.368268843,6.312660348,6.136119497,6.267956794,5.972217781,6.05551356,6.00379469,5.680519469,5.718223357,5.528963488,5.515822088,5.515672283,5.615656375,5.619012456,5.590578287,5.527373658,5.551013574,5.492853318,5.430094221,5.42180425,5.454781478,5.498064056,5.545750669,5.629310529,5.62183484,5.531765632,5.636662336,5.692631942,5.880292957,5.930536347,6.006402031,5.974417027,5.964604847,6.168720627,6.160629454,6.240694705,6.591034204,6.389371917,6.513944494,6.600026877,6.493692244,6.292305884
1,1.115555556,2.5,6.659714485,6.520751217,6.693472778,6.204021136,6.142236763,6.567289234,6.365192712,6.121968394,6.028341899,6.047718556,6.057973828,5.999017467,5.81184811,5.95162257,5.638078817,5.726389354,5.671556789,5.328819033,5.368792854,5.168138741,5.154206174,5.154047349,5.260050906,5.263609038,5.233463012,5.166453197,5.191516335,5.129854586,5.063317126,5.054528064,5.08949066,5.135379032,5.185936582,5.274527098,5.266601341,5.171109586,5.282321515,5.341660728,5.54061973,5.593887985,5.674321104,5.640410467,5.630007553,5.846411966,5.83783367,5.922719188,6.294150606,6.080347397,6.21241977,6.303684675,6.190948248,5.977437578
1,1.111111111,2.45,6.398384055,6.251888723,6.43397211,5.917991289,5.85285809,6.300949186,6.087898661,5.831491138,5.732789915,5.753216822,5.764027949,5.701876045,5.504561765,5.651912258,5.321373857,5.414470987,5.356666397,4.995351625,5.037492101,4.825962166,4.811274428,4.811106995,4.92285614,4.926607129,4.894827133,4.824185263,4.850606869,4.78560294,4.715459027,4.706193582,4.743051215,4.791426821,4.844724683,4.938116968,4.92976162,4.829094037,4.946333856,5.008889364,5.218632308,5.274787801,5.359580543,5.323831887,5.312865116,5.540999046,5.53195579,5.621442259,6.013005942,5.787614206,5.926845144,6.023056776,5.904209827,5.679126486
1,1.106666667,2.4,6.157163161,6.003565971,6.194476467,5.653481729,5.585190977,6.055004807,5.831625936,5.56278819,5.459302091,5.480719261,5.492054494,5.426889566,5.220009808,5.374503615,5.027941246,5.125551575,5.064944712,4.686113982,4.73029736,4.508512795,4.493113019,4.492937469,4.610104032,4.614036863,4.580716224,4.50664975,4.534352234,4.466197018,4.392652642,4.382938023,4.421582455,4.472303232,4.528184888,4.626104681,4.617344279,4.511796494,4.63471991,4.700308008,4.920218953,4.979096773,5.06800013,5.030518437,5.019020014,5.258213509,5.248731851,5.34255648,5.753102539,5.516784175,5.662764804,5.763640621,5.639032163,5.403037145
1,1.102222222,2.35,5.940117213,5.779906591,5.979037118,5.414748776,5.34351763,5.833560228,5.600563336,5.320150247,5.212208348,5.234547678,5.246370972,5.178400238,4.962612861,5.123758705,4.762274405,4.864087541,4.800871129,4.40572909,4.451814871,4.220480931,4.204418087,4.204234979,4.326446381,4.330548548,4.295793222,4.218537669,4.247432938,4.176343165,4.099632189,4.089499287,4.129807632,4.182712294,4.241000045,4.343135969,4.333998371,4.223906016,4.352122144,4.420534268,4.649913915,4.711326836,4.804058104,4.764962563,4.752969052,5.002461498,4.992571589,5.090436023,5.518658958,5.272165438,5.424431553,5.529650778,5.399677056,5.153520804
1,1.097777778,2.3,5.749783806,5.583490832,5.790181294,5.2044699,5.130534483,5.639181414,5.397338859,5.106279964,4.99424008,5.017427516,5.029699678,4.959148454,4.735168768,4.90243247,4.527224517,4.632902961,4.567286555,4.157143056,4.204978471,3.964862001,3.948189336,3.947999276,4.0748504,4.079108305,4.043033503,3.962844964,3.992837234,3.919048557,3.83942527,3.828907675,3.870746315,3.925659488,3.986160118,4.092173604,4.0826891,3.968417119,4.101500938,4.172510309,4.410598291,4.474342738,4.570594523,4.53001473,4.517565889,4.776530248,4.76626487,4.867844702,5.312325004,5.056473424,5.214520281,5.323734125,5.188825986,4.933324479
1,1.093333333,2.25,5.587092922,5.415274776,5.628832638,5.023660672,4.947268711,5.472815707,5.222937804,4.922208323,4.806445854,4.830403705,4.843083617,4.77018829,4.538766761,4.711587889,4.323913452,4.433103118,4.365306572,3.941535838,3.99096061,3.742866143,3.72563952,3.725443145,3.856508965,3.860908341,3.823634934,3.740782088,3.771770867,3.695530522,3.613261709,3.602394662,3.645623413,3.702361105,3.764871901,3.874407742,3.864608109,3.746539381,3.88404498,3.957413676,4.203412258,4.269274647,4.368724449,4.326796371,4.313933911,4.581502498,4.570896048,4.675850923,5.135099319,4.870746935,5.034044982,5.146887514,5.00749698,4.7435063
1,1.088888889,2.2,5.451479688,5.2747037,5.494423811,4.871789504,4.793193241,5.333904984,5.076816812,4.76740973,4.648306916,4.672956075,4.686001867,4.611003134,4.372903897,4.550711807,4.151850959,4.264191312,4.194438485,3.758439774,3.809290706,3.554037431,3.53631373,3.536111689,3.670959436,3.675485756,3.637136819,3.55189324,3.583776206,3.505335933,3.420693239,3.409512622,3.453988746,3.512363613,3.576678169,3.689374685,3.679292282,3.557816661,3.699290008,3.774775769,4.027872682,4.095635542,4.197954985,4.154817065,4.141583457,4.416872781,4.40596028,4.513943645,4.986443733,4.714463415,4.882473456,4.998572078,4.855159407,4.583551231
1,1.084444444,2.15,5.341145902,5.159975473,5.385157565,4.74704531,4.666495236,5.220648431,4.957169353,4.640070779,4.51800721,4.543269118,4.556639213,4.4797761,4.235757999,4.417986003,4.009209948,4.124342948,4.052856149,3.606019028,3.658134054,3.396535486,3.378371195,3.378164132,3.516364033,3.521002873,3.481700627,3.394337994,3.427013532,3.346623327,3.259876516,3.248417962,3.29399971,3.353825707,3.419739046,3.535237063,3.524904024,3.400408663,3.545398869,3.622761117,3.882149719,3.951597083,4.056460065,4.012249788,3.998687208,4.280819897,4.269636124,4.380303828,4.864549706,4.585808281,4.757994851,4.876979547,4.730001807,4.451641775
1,1.08,2.1,5.253405617,5.068388789,5.298351684,4.646691776,4.564431557,5.130349885,4.861276927,4.537446087,4.412791007,4.438589246,4.452243199,4.373748219,4.124549411,4.310646267,3.893191557,4.010768926,3.937764403,3.481440559,3.53466203,3.267509507,3.248959574,3.248748114,3.389882114,3.39461944,3.354482775,3.265265361,3.298634628,3.216537672,3.127949154,3.116247325,3.162796811,3.223892964,3.291205698,3.409155834,3.398603416,3.271464915,3.419533384,3.498538097,3.763433734,3.834355523,3.941444833,3.896295935,3.88244541,4.170568011,4.159146797,4.272164068,4.766690888,4.482031551,4.657873785,4.779384625,4.629286426,4.345016579
1,1.075555556,2.05,5.185048804,4.996709756,5.230801937,4.567440619,4.48370331,5.059783445,4.785878928,4.45623328,4.329339855,4.355601335,4.369500463,4.289596002,4.035922502,4.225360971,3.800410314,3.920098939,3.845783524,3.381265786,3.435442919,3.163493321,3.144610299,3.144395042,3.288063289,3.292885679,3.252028308,3.161208878,3.195177334,3.111606219,3.021426978,3.009515028,3.056900371,3.119093586,3.187615008,3.307683094,3.296941193,3.167519754,3.318246986,3.398670332,3.668322518,3.740517801,3.849530041,3.803570436,3.789471206,4.082767426,4.07114113,4.186187774,4.689594473,4.399823703,4.578823416,4.702516143,4.549722733,4.260348448
1,1.071111111,2,5.132670824,4.941504153,5.179110871,4.505790193,4.420795697,5.005524796,4.727508021,4.392913246,4.264114709,4.290770466,4.304878268,4.223774163,3.966292142,4.158574741,3.727244097,3.848729665,3.773298517,3.301806753,3.356797273,3.080764766,3.061598245,3.061379756,3.207204963,3.212099754,3.170628971,3.078446026,3.112924466,3.028098659,2.936565515,2.924474724,2.972571486,3.035698437,3.105248604,3.227119329,3.216216155,3.08485165,3.237841822,3.319472602,3.593173205,3.66645239,3.777101283,3.730451664,3.716140755,4.013840371,4.002039524,4.118813418,4.629778001,4.335656765,4.517343886,4.642893671,4.487806301,4.194087501
1,1.066666667,1.95,5.092935991,4.899403383,5.139950793,4.458296897,4.372250482,4.964216365,4.682758771,4.34402295,4.213630364,4.24061602,4.254898424,4.172790551,3.912121855,4.106784202,3.67011528,3.793104389,3.716739682,3.239412594,3.295083694,3.015634926,2.996231194,2.996010001,3.143639984,3.148595355,3.106611317,3.013287488,3.048192644,2.962317006,2.86965102,2.857410591,2.906102613,2.970010842,3.040421782,3.163800817,3.152762702,3.01977239,3.174656014,3.257297082,3.534385085,3.608571196,3.720589512,3.673362543,3.658874519,3.960258555,3.948311657,4.06653078,4.583819215,4.286057846,4.469993581,4.597097208,4.44009043,4.142736478
1,1.062222222,1.9,5.062763624,4.867292413,5.110249371,4.421767392,4.334859056,4.932754623,4.648477686,4.30634877,4.17465005,4.20190602,4.21633149,4.133401148,3.87012135,4.066733617,3.625690611,3.749911694,3.672782047,3.190673605,3.246902358,2.96465437,2.945056272,2.944832864,3.093941647,3.098946655,3.056542066,2.962283418,2.997538217,2.910802369,2.817208154,2.804845112,2.854024879,2.918573273,2.989689515,3.114304429,3.103155746,2.968833279,3.125268363,3.20873724,3.488600816,3.563530044,3.676670441,3.628970403,3.614337252,3.918740233,3.906673663,4.02607698,4.548547059,4.247803034,4.433581241,4.561958056,4.403378552,4.103046025
1,1.057777778,1.85,5.039440109,4.8424232,5.087301351,4.39337517,4.305779603,4.908403056,4.621878186,4.277043871,4.144303737,4.171775234,4.186314775,4.102728657,3.837366963,4.03553395,3.591003376,3.716206743,3.63846719,3.152546454,3.209219838,2.924739962,2.904986891,2.904761715,3.055049583,3.060094169,3.017354263,2.922350261,2.957883839,2.870462123,2.776127807,2.763667005,2.813235663,2.878294476,2.949973073,3.075573385,3.064336543,2.928951915,3.086624016,3.170752928,3.452829538,3.528351272,3.642386331,3.594309103,3.57956024,3.886370301,3.874208315,3.994555818,4.521157353,4.218035181,4.405282438,4.534674399,4.374840919,4.0721335
1,1.053333333,1.8,5.020669334,4.822466068,5.068818778,4.370714048,4.282591016,4.888843228,4.600593019,4.253682248,4.120142806,4.147779726,4.162406818,4.078317377,3.81135778,4.01071805,3.56351069,3.689467982,3.611260312,3.122413554,3.179428203,2.893235301,2.873363285,2.873136754,3.024329596,3.029404558,2.98640729,2.890831211,2.926578758,2.838630623,2.743728264,2.731192427,2.781059568,2.846510139,2.918620357,3.044976984,3.033672479,2.897472618,3.056094158,3.14072966,3.424504823,3.50048132,3.615203053,3.566836322,3.551998648,3.860656198,3.848420976,3.969493165,4.499265685,4.194318232,4.382693017,4.512864125,4.352068192,4.047537988
1,1.048888889,1.75,5.00457725,4.805514847,5.052935403,4.351804654,4.263299642,4.872179727,4.582680063,4.234265566,4.100147281,4.127903996,4.142594491,4.058140555,3.790023789,3.99024821,3.541102376,3.667605645,3.589058975,3.098093251,3.155355037,2.867921598,2.847963444,2.847735931,2.999584136,3.004681096,2.961497451,2.865507086,2.901409585,2.813080229,2.717766504,2.705176329,2.755259625,2.8209939,2.893416688,3.020321023,3.008967517,2.872177281,3.031486385,3.11648875,3.401493971,3.477799797,3.593018806,3.544442423,3.529540434,3.839535896,3.82724764,3.948844631,4.480913513,4.174644229,4.363835548,4.494570898,4.333077975,4.027227749
1,1.044444444,1.7,4.989685869,4.790061221,5.038180608,4.335069538,4.246314546,4.856914394,4.566597047,4.217198464,4.082701367,4.11053648,4.125268468,4.040575994,3.771701941,3.97249189,3.522077457,3.648938031,3.570169508,3.077817068,3.135240588,2.846995302,2.826980777,2.826752622,2.979029717,2.984141073,2.940835458,2.844573971,2.880577875,2.791999036,2.6964161,2.683790365,2.734015119,2.799935058,2.872562402,2.999825174,2.988439601,2.851263006,3.011022073,3.096264525,3.382074734,3.458596082,3.574140524,3.525426939,3.510482859,3.821353894,3.80903093,3.930971367,4.464543061,4.157408729,4.347134412,4.47823902,4.316289966,4.009575876
1,1.04,1.65,4.974869609,4.774951233,5.023435703,4.319290076,4.23040449,4.841902773,4.551158254,4.201245566,4.06655057,4.09442664,4.109180304,4.024363214,3.75509354,3.956178931,3.505101759,3.632148995,3.553264572,3.060187685,3.117695698,2.829026288,2.808982314,2.808753823,2.961254978,2.966373856,2.92300452,2.826601394,2.862658275,2.7739491,2.678225524,2.665581211,2.715879866,2.7818968,2.854631008,2.982081034,2.970678708,2.833300271,2.993294408,3.078662285,3.364893035,3.441526978,3.557241431,3.508456169,3.4934901,3.804818551,3.792477454,3.914597315,4.448954106,4.141367856,4.331372702,4.462670217,4.300482872,3.993317482
1,1.035555556,1.6,4.959303716,4.759333782,5.007882336,4.30355511,4.2146466,4.826302589,4.535483087,4.185480157,4.050750423,4.078633682,4.093391151,4.008552187,3.739213069,3.940350319,3.489156815,3.616236816,3.537332049,3.044127998,3.101650842,2.812906985,2.792857841,2.792629291,2.945169777,2.950289974,2.906909454,2.810481466,2.846547645,2.757815593,2.662067329,2.649419756,2.699731383,2.765765342,2.838518308,2.966001204,2.954595936,2.81718207,2.97721747,3.062607363,3.348911932,3.425565638,3.541309933,3.49251209,3.477542162,3.788950903,3.776606624,3.898757979,4.433252581,4.125587005,4.315640853,4.446972229,4.284743056,3.977498448
1,1.031111111,1.55,4.942411503,4.742607858,4.990949726,4.287208197,4.198373621,4.809520975,4.51894331,4.169231431,4.034613734,4.062473806,4.077219003,3.992450588,3.723335444,3.924305435,3.473487129,3.600461455,3.521622303,3.028828384,3.086303394,2.797799647,2.777767176,2.777538816,2.929952453,2.935068393,2.891723946,2.795376145,2.831412333,2.742754067,2.647085425,2.634448369,2.684718158,2.750697206,2.823389672,2.950766558,2.939370775,2.802071177,2.961973496,3.047292382,3.333358869,3.409948832,3.525596879,3.476839614,3.461882134,3.773031918,3.760697904,3.882747682,4.416797815,4.109388084,4.299283889,4.430506055,4.268411786,3.961422673
1,1.026666667,1.5,4.923814575,4.724372741,4.972264903,4.269797733,4.181124022,4.79116469,4.501113212,4.152034604,4.017660677,4.045470299,4.060188796,3.975573882,3.706946061,3.907552128,3.45755018,3.584294576,3.505598188,3.013696638,3.07106757,2.783086256,2.76309006,2.762862113,2.914999755,2.920106431,2.876840474,2.780667142,2.816638075,2.728140354,2.632644952,2.620030779,2.670209539,2.736069109,2.808629942,2.935776169,2.924401021,2.787350051,2.946962813,3.032127201,3.317675669,3.39412694,3.509565567,3.460896594,3.4459662,3.756552543,3.744240864,3.86606963,4.399152686,4.092299623,4.281851559,4.412836102,4.251035359,3.944602153
1,1.022222222,1.45,4.903288349,4.704383472,4.951608235,4.251032316,4.16259734,4.770995597,4.481725024,4.13358624,3.999574088,4.027308838,4.041987708,3.957600603,3.689696008,3.889761984,3.440971575,3.567374738,3.488890224,2.998313019,3.055529492,2.768323509,2.748381149,2.748153816,2.899881858,2.904974785,2.861825313,2.765910908,2.801784996,2.713525538,2.618287238,2.605707027,2.65575069,2.721432947,2.793798424,2.920602335,2.909257813,2.772575825,2.931758862,3.016693962,3.301473648,3.37771909,3.492846921,3.44430898,3.429418782,3.739168934,3.726890402,3.848391169,4.380039006,4.074012083,4.263053688,4.393685583,4.232320456,3.926712259
1,1.017777778,1.4,4.880723816,4.682512554,4.928875202,4.230742311,4.142615724,4.748892391,4.460630555,4.11370579,3.980160961,4.007798996,4.022426678,3.938333845,3.671363479,3.870731791,3.423506391,3.549468764,3.47125794,2.982391462,3.039408411,2.753203964,2.733331147,2.733104606,2.884303547,2.889378714,2.846379711,2.750799777,2.786548766,2.698597083,2.603690896,2.591154554,2.641023706,2.706476917,2.778590044,2.904951768,2.893646806,2.757441452,2.91606939,3.000708307,3.284494917,3.360474478,3.475200839,3.426832158,3.411993885,3.720663885,3.70842817,3.829505243,4.359299133,4.054339379,4.242721763,4.372898122,4.212095703,3.907553214
