const,csp,flexdemand,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40,week 41,week 42,week 43,week 44,week 45,week 46,week 47,week 48,week 49,week 50,week 51,week 52
1,1.071111111,2,5.502493018,5.296256382,5.552594004,4.826194419,4.734499675,5.365323872,5.065390605,4.704419208,4.565467284,4.594224355,4.609444296,4.52194663,4.244166904,4.451607437,3.986274333,4.117336795,4.035959294,3.527299107,3.586624614,3.288832039,3.268154591,3.267918879,3.425239711,3.430520367,3.385780378,3.286330509,3.323526938,3.232014181,3.133265338,3.120221412,3.172109715,3.240213061,3.315245975,3.446723958,3.43496127,3.293241098,3.458291722,3.546357582,3.841634425,3.920690322,4.040061837,3.989734757,3.974295697,4.295463434,4.282732307,4.408711668,4.959956377,4.642649111,4.838658907,4.974105975,4.806792828,4.489919723
1,1.066666667,1.95,5.473167493,5.26414075,5.52394628,4.787719474,4.694784222,5.334142631,5.030151666,4.664296806,4.523465047,4.552611163,4.56803701,4.479355617,4.1978179,4.408064828,3.936436386,4.069271949,3.986793518,3.471251835,3.531379937,3.229558625,3.208601438,3.208362537,3.367811711,3.373163807,3.327818546,3.227023252,3.264722899,3.171972096,3.071887313,3.05866692,3.111257203,3.180281897,3.256329906,3.389586611,3.37766479,3.234027332,3.401310871,3.490568146,3.789839692,3.86996511,3.990951563,3.939943624,3.924295695,4.249808404,4.236905042,4.364588736,4.923291053,4.601691041,4.80035259,4.937632076,4.768055405,4.446895428
1,1.062222222,1.9,5.452698968,5.241338197,5.504044759,4.759597122,4.665624139,5.312121731,5.004736352,4.634796296,4.492391986,4.521863552,4.537461647,4.447790023,4.163108609,4.375703189,3.898808465,4.033127292,3.949727893,3.428429586,3.489229089,3.18403759,3.162846392,3.162604823,3.323834433,3.329246291,3.283394697,3.181473906,3.219594514,3.125808041,3.024605693,3.011237679,3.064415195,3.13421063,3.211107804,3.345852475,3.333797533,3.188556196,3.35770765,3.447961586,3.750574849,3.83159496,3.953932368,3.902354866,3.886532209,4.215679647,4.202632204,4.331741636,4.896682516,4.571491465,4.772371301,4.911183673,4.739713481,4.414967378
1,1.057777778,1.85,5.438397278,5.225123178,5.490207874,4.739021173,4.644197506,5.296547475,4.98637951,4.613090595,4.46939718,4.499135535,4.514874831,4.42439146,4.137132986,4.351652065,3.870440283,4.005975022,3.921820655,3.395803329,3.457153216,3.14919899,3.12781596,3.127572204,3.290261335,3.295722183,3.249455521,3.146612099,3.185077791,3.090442321,2.988323847,2.974834819,3.028493721,3.098920974,3.176514255,3.312478694,3.300314625,3.1537585,3.324441187,3.415512141,3.720864791,3.802618331,3.926063191,3.874018787,3.858052897,4.19017992,4.177014366,4.307292553,4.877347524,4.549212701,4.75191099,4.891979952,4.718957537,4.39127169
1,1.053333333,1.8,5.428000748,5.213199047,5.480182443,4.723615277,4.628112424,5.285134929,4.972745348,4.596782706,4.452060069,4.482011429,4.49786346,4.40673199,4.117415993,4.333471591,3.848813071,3.985318594,3.900561462,3.370776472,3.432565785,3.1224058,3.100869612,3.10062411,3.264478521,3.269978484,3.223380431,3.11980038,3.158541588,3.06322828,2.960378369,2.946792725,3.000835965,3.071767662,3.149916714,3.286855015,3.274603819,3.126997968,3.298903191,3.390626452,3.698166226,3.780505337,3.904834385,3.852417207,3.836336959,4.170842882,4.157583029,4.288794348,4.862932407,4.532447279,4.736597419,4.877669641,4.703407932,4.373374997
1,1.048888889,1.75,5.419679462,5.203701971,5.472146792,4.711438298,4.615412678,5.276031619,4.961932068,4.583911467,4.438396641,4.46851195,4.484450752,4.392820444,4.101920778,4.319159029,3.831847566,3.969100299,3.883879219,3.351194272,3.41332181,3.101464059,3.079809985,3.079563139,3.244314463,3.249844532,3.202991408,3.098844377,3.137797648,3.041962611,2.938549716,2.924889706,2.97922877,3.050548736,3.129125564,3.266813442,3.254495186,3.106081364,3.278927568,3.371152907,3.680376105,3.763165927,3.888175532,3.83547143,3.819303162,4.155640117,4.142307681,4.27423723,4.851518028,4.519223878,4.724491502,4.866335932,4.691120342,4.359280859
1,1.044444444,1.7,5.412007917,5.195173978,5.464683303,4.700958258,4.604551854,5.267790445,4.952445348,4.572925725,4.426833868,4.457068598,4.473070604,4.381076941,4.089023727,4.307123425,3.817879553,3.955676555,3.870117535,3.335320253,3.397694154,3.084599746,3.062859804,3.06261198,3.228016617,3.233568615,3.186529698,3.081969677,3.121077415,3.024862348,2.921039375,2.907325197,2.96187974,3.033482522,3.112370941,3.250604815,3.23823771,3.089235361,3.262766978,3.355358033,3.665807439,3.74892556,3.874430885,3.821517787,3.805285404,4.142956087,4.129570782,4.262023491,4.841593467,4.507981621,4.714063224,4.856470131,4.680559732,4.347404357
1,1.04,1.65,5.403919994,5.186518152,5.45673334,4.69100805,4.594349151,5.259324807,4.943153801,4.562640191,4.41616571,4.446479627,4.462523544,4.370288943,4.077470822,4.296141738,3.805616505,3.943774406,3.857991302,3.321793351,3.384330613,3.070416191,3.048619311,3.048370837,3.21420868,3.219775219,3.172613104,3.067779233,3.106989397,3.010522337,2.906427445,2.892677349,2.947374773,3.019165087,3.098260121,3.236856037,3.224456543,3.075063947,3.249050055,3.341883611,3.653146105,3.736481917,3.862315948,3.809264268,3.792989371,4.131544435,4.118124073,4.250923684,4.832011591,4.497525995,4.704147338,4.846927218,4.670556099,4.336528168
1,1.035555556,1.6,5.394656049,5.17694585,5.447544305,4.680732927,4.583936928,5.249855772,4.933236316,4.552182994,4.405500757,4.43585767,4.451924343,4.359558918,4.066325471,4.285306545,3.794085561,3.932439422,3.846534645,3.309576162,3.372202126,3.057842455,3.036014658,3.035765832,3.201838895,3.20741333,3.160184321,3.055201756,3.094467535,2.997863648,2.89362111,2.879851511,2.934626517,3.006518657,3.085725877,3.224518376,3.212101294,3.062496803,3.236729689,3.329694918,3.6413989,3.724852913,3.850865425,3.797738498,3.781440517,4.12047578,4.107036383,4.240024355,4.821936464,4.48697644,4.693890852,4.836873247,4.660251967,4.325750258
1,1.031111111,1.55,5.38370889,5.165922723,5.4366156,4.669536652,4.572706877,5.238858086,4.922128149,4.540941863,4.394208442,4.424575948,4.440648227,4.348250573,4.054914805,4.27397229,3.7825799,3.920982038,3.835047285,3.297901437,3.360549253,3.04607989,3.024244476,3.023995564,3.190126576,3.195702956,3.148457467,3.04343827,3.08271775,2.986080154,2.881801241,2.868026838,2.922820957,2.994738183,3.073973042,3.21281397,3.200392556,3.050735862,3.225029544,3.318027213,3.62983996,3.713323094,3.839379577,3.786234112,3.769930444,4.10908401,4.095639923,4.228674299,4.810789461,4.475712556,4.682699168,4.825731455,4.649048545,4.314430115
1,1.026666667,1.5,5.370772834,5.153117802,5.423647687,4.657030618,4.560259148,5.226009248,4.909470023,4.52851326,4.381868192,4.412217413,4.428280014,4.335937995,4.042778853,4.261704437,3.770607928,3.908926731,3.823043722,3.286221304,3.348831399,3.034551386,3.01272912,3.012480357,3.178511338,3.18408436,3.136867319,3.031911357,3.071167185,2.974587778,2.870371654,2.856605545,2.911366671,2.983240593,3.062427743,3.201185071,3.188771136,3.039204554,3.21339329,3.306334962,3.617959958,3.701392825,3.827373405,3.77425994,3.757966089,4.096915441,4.083479449,4.216433722,4.798198375,4.46332323,4.670185209,4.813131373,4.636554849,4.302137902
1,1.022222222,1.45,5.355698179,5.138357956,5.408496556,4.642988299,4.546356796,5.211143975,4.895062583,4.514656824,4.368223859,4.398529183,4.414568553,4.322360094,4.029624968,4.248233905,3.757847704,3.895966446,3.810207656,3.274161682,3.336681219,3.022855771,3.001065069,3.000816666,3.166607504,3.172172465,3.125023717,3.02021956,3.059418611,2.962978893,2.858913504,2.845167306,2.899849227,2.971619193,3.050691809,3.189248443,3.176852463,3.02750221,3.201439004,3.294246247,3.605420519,3.688732711,3.814531077,3.761494433,3.745224149,4.083683255,4.070266697,4.203028668,4.783951875,4.449561083,4.656123863,4.798863274,4.622542144,4.288608888
1,1.017777778,1.4,5.338452045,5.121588718,5.39113457,4.627306016,4.530886545,5.194215027,4.878827191,4.49925613,4.353144473,4.3833833,4.399387476,4.307381344,4.015288547,4.233417805,3.744107624,3.881923302,3.796352686,3.261482921,3.323865276,3.010728434,2.988985546,2.988737688,3.154164743,3.159717493,3.1126722,3.008098008,3.047211047,2.95098294,2.847145895,2.833429859,2.887991795,2.959604282,3.038503393,3.176756002,3.164387221,3.015364678,3.188919814,3.281523417,3.5920149,3.675144286,3.800666621,3.747746352,3.731511769,4.069228217,4.055841098,4.188311759,4.767960285,4.434303224,4.640412758,4.782838965,4.606904725,4.273704196
1,1.013333333,1.35,5.319085695,5.102841567,5.371617798,4.609970166,4.513825997,5.175260509,4.860773185,4.482285895,4.336591423,4.366743911,4.382702391,4.29095896,3.999700161,4.217206605,3.729293528,3.866715707,3.781389418,3.24804684,3.310251078,2.99800832,2.976327513,2.976080363,3.141035082,3.146571978,3.099661011,2.995385405,3.034386766,2.938433414,2.83489285,2.821215977,2.875622125,2.94703014,3.025703975,3.163561837,3.151228373,3.002631326,3.175690919,3.268030115,3.577635067,3.660527097,3.785691035,3.732921866,3.716733637,4.05348582,4.040136924,4.172229348,4.750222832,4.417518446,4.623039485,4.76505903,4.589627126,4.257377968
1,1.008888889,1.3,5.297707935,5.082207301,5.350059422,4.591030497,4.495216892,5.154377252,4.840971202,4.463785232,4.318591689,4.348640507,4.364544117,4.27311612,3.982858731,4.199617342,3.713381814,3.850331506,3.765298586,3.233789755,3.295780121,2.984610921,2.963004657,2.962758356,3.127145926,3.132663784,3.085914108,2.981997023,3.020864289,2.925240846,2.822056276,2.808426427,2.862645515,2.933808014,3.012211351,3.149595229,3.13730417,2.989218031,3.161682608,3.253704323,3.562244787,3.644851816,3.769585413,3.716997677,3.700865106,4.036459463,4.023156464,4.154794726,4.730800945,4.399240467,4.604054881,4.745586132,4.570757401,4.239650587
