Kolonne1,node,desc,type,pmax,pmin,fuelcost,inflow_fac,inflow_ref,storage_cap,storage_price,storval_filling_ref,storval_time_ref,storage_ini,pump_cap,pump_efficiency,pump_deadband,gen_lat,gen_lon,year,status,source
198,NO3_4,NO3_4 ror,ror,357.619201,0,0,0.46,inflow_NO3,0,12.5,ror,const,0.6,0,0,0,,,,created,
199,NO3_4,NO3_4 hydro,hydro,830.1533719,0,0,0.46,inflow_NO3,2173371.091,12.5,hydro,const,0.6,0,0,5,,,,updated,
200,NO3_4,NO3_4 solar,solar,10.75766302,0,0.01,0.8,solar_NO3,0,1,const,const,0.6,0,0,0,,,,updated,
201,NO3_4,NO3_4 wind_on,wind_on,505.4351374,0,0.015,1,windon_NO3,0,1,const,const,0.6,0,0,0,,,,updated,
202,NO3_5,NO3_5 biomass,biomass,6.812890004,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created,
203,NO3_5,NO3_5 ror,ror,139.9908905,0,0,0.46,inflow_NO3,0,12.5,ror,const,0.6,0,0,0,,,,created,
204,NO3_5,NO3_5 hydro,hydro,324.9655205,0,0,0.46,inflow_NO3,850771.3052,12.5,hydro,const,0.6,0,0,5,,,,updated,
205,NO3_5,NO3_5 solar,solar,15.94034362,0,0.01,0.8,solar_NO3,0,1,const,const,0.6,0,0,0,,,,updated,
206,NO3_5,NO3_5 wind_on,wind_on,197.8537919,0,0.015,1,windon_NO3,0,1,const,const,0.6,0,0,0,,,,updated,
207,NO4_1,NO4_1 fossil_gas,fossil_gas,92.97081594,0,137.52,1,const,0,1,const,const,0.6,0,0,0,,,,updated,
208,NO4_1,NO4_1 biomass,biomass,27.96387823,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created,
209,NO4_1,NO4_1 wind_on,wind_on,421.2740097,0,0.015,0.8,windon_NO4,0,1,const,const,0.6,0,0,0,,,,updated,
210,NO4_1,NO4_1 ror,ror,262.2067543,0,0,0.46,inflow_NO4,0,10,ror,const,0.6,0,0,0,,,,created,
211,NO4_1,NO4_1 hydro,hydro,1784.603865,0,0,0.46,inflow_NO4,7580753.172,10,hydro,const,0.6,0,0,5,,,,updated,
212,NO4_2,NO4_2 hydro,hydro,808.7374773,0,0,0.46,inflow_NO4,3435406.207,10,hydro,const,0.6,0,0,5,,,,updated,
213,NO4_2,NO4_2 wind_on,wind_on,190.9107598,0,0.015,0.8,windon_NO4,0,1,const,const,0.6,0,0,0,,,,updated,
214,NO4_2,NO4_2 ror,ror,118.8254901,0,0,0.46,inflow_NO4,0,10,ror,const,0.6,0,0,0,,,,created,
215,NO4_2,NO4_2 biomass,biomass,12.67252457,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created,
216,NO4_2,NO4_2 fossil_gas,fossil_gas,42.13202975,0,137.52,1,const,0,1,const,const,0.6,0,0,0,,,,created,
217,NO4_3,NO4_3 hydro,hydro,2320.658657,0,0,0.46,inflow_NO4,9857840.621,10,hydro,const,0.6,0,0,5,,,,updated,
218,NO4_3,NO4_3 wind_on,wind_on,547.8152305,0,0.015,0.8,windon_NO4,0,1,const,const,0.6,0,0,0,,,,updated,
219,NO4_3,NO4_3 fossil_gas,fossil_gas,120.8971543,0,137.52,1,const,0,1,const,const,0.6,0,0,0,,,,created,
220,NO4_3,NO4_3 biomass,biomass,36.3635972,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created,
221,NO4_3,NO4_3 ror,ror,340.9677555,0,0,0.46,inflow_NO4,0,10,ror,const,0.6,0,0,0,,,,created,
222,NO5_1,NO5_1 ror,ror,533.9819013,0,0,0.46,inflow_NO5,0,15,ror,const,0.6,0,0,0,,,,created,
223,NO5_1,NO5_1 fossil_gas,fossil_gas,114.9378084,0,137.52,1,const,0,1,const,const,0.6,0,0,0,,,,created,
224,NO5_1,NO5_1 hydro,hydro,4541.839333,0,0,0.46,inflow_NO5,10431204.74,15,hydro,const,0.6,0,0,5,,,,updated,
225,NO5_1,NO5_1 solar,solar,12.22776481,0,0.01,0.8,solar_NO5,0,1,const,const,0.6,0,0,0,,,,updated,
226,NO5_1,NO5_1 wind_on,wind_on,42.16624013,0,0.015,0.8,windon_NO5,0,1,const,const,0.6,0,0,0,,,,updated,
227,NO5_1,NO5_1 biomass,biomass,19.15630139,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created,
228,NO5_2,NO5_2 ror,ror,358.0180987,0,0,0.46,inflow_NO5,0,15,ror,const,0.6,0,0,0,,,,created,
229,NO5_2,NO5_2 biomass,biomass,12.84369861,0,15,1,const,0,1,const,const,0.6,0,0,0,,,,created,
230,NO5_2,NO5_2 wind_on,wind_on,98.6603901,0,0.015,0.8,windon_NO5,0,1,const,const,0.6,0,0,0,,,,updated,
231,NO5_2,NO5_2 solar,solar,10.75460769,0,0.01,0.8,solar_NO5,0,1,const,const,0.6,0,0,0,,,,updated,
232,NO5_2,NO5_2 hydro,hydro,3045.160667,0,0,0.46,inflow_NO5,6993795.257,15,hydro,const,0.6,0,0,5,,,,updated,
233,NO5_2,NO5_2 fossil_gas,fossil_gas,77.06219164,0,137.52,1,const,0,1,const,const,0.6,0,0,0,,,,updated,
234,SE1_1,SE1_1 fossil_other,fossil_other,101.022412,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
235,SE1_1,SE1_1 solar,solar,11.88498965,0,0.01,0.8,solar_SE1,0,1,const,const,0.6,0,0,0,,,,created,
236,SE1_1,SE1_1 ror,ror,1234.670913,0,0,0.46,inflow_NO1,3196288.874,10,ror,const,0.6,0,0,0,,,,created,
237,SE1_1,SE1_1 wind_on,wind_on,1273.391748,0,0.015,0.8,windon_SE1,0,1,const,const,0.6,0,0,0,,,,updated,
238,SE1_1,SE1_1 hydro,hydro,1193.621757,0,0,0.46,inflow_NO1,3090021.723,10,hydro,const,0.6,0,0,5,,,,updated,
239,SE1_3,SE1_3 solar,solar,16.11501035,0,0.01,0.8,solar_SE1,0,1,const,const,0.6,0,0,0,,,,updated,
240,SE1_3,SE1_3 fossil_other,fossil_other,136.977588,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
241,SE1_3,SE1_3 wind_on,wind_on,1726.608252,0,0.015,0.8,windon_SE1,0,1,const,const,0.6,0,0,0,,,,updated,
242,SE1_3,SE1_3 hydro,hydro,1618.447095,0,0,0.46,inflow_NO1,4189800.203,10,hydro,const,0.6,0,0,0,,,,created,
243,SE1_3,SE1_3 ror,ror,1674.106173,0,0,0.46,inflow_NO1,4333889.2,10,ror,const,0.6,0,0,0,,,,created,
244,SE2_2,SE2_2 wind_on,wind_on,1868.726803,0,0.015,1,windon_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
245,SE2_2,SE2_2 solar,solar,45.73902624,0,0.01,0.8,solar_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
246,SE2_2,SE2_2 ror,ror,2225.819765,0,0,0.46,inflow_NO1,3877863.03,12.5,ror,const,0.6,0,0,0,,,,created,
247,SE2_2,SE2_2 hydro,hydro,247.024096,0,0,0.46,inflow_NO1,430369.8011,12.5,hydro,const,0.6,0,0,0,,,,created,
248,SE2_2,SE2_2 fossil_other,fossil_other,218.2874486,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
249,SE2_3,SE2_3 fossil_other,fossil_other,227.8829869,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
250,SE2_3,SE2_3 ror,ror,2323.662948,0,0,0.46,inflow_NO1,4048327.174,12.5,ror,const,0.6,0,0,0,,,,created,
251,SE2_3,SE2_3 wind_on,wind_on,1950.872797,0,0.015,1,windon_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
252,SE2_3,SE2_3 solar,solar,47.74963464,0,0.01,0.8,solar_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
253,SE2_3,SE2_3 hydro,hydro,257.8828476,0,0,0.46,inflow_NO1,449288.1124,12.5,hydro,const,0.6,0,0,0,,,,created,
254,SE2_4,SE2_4 hydro,hydro,52.8865299,0,0,0.46,inflow_NO1,92139.85891,12.5,hydro,const,0.6,0,0,0,,,,created,
255,SE2_4,SE2_4 ror,ror,476.5360361,0,0,0.46,inflow_NO1,830229.6107,12.5,ror,const,0.6,0,0,0,,,,created,
256,SE2_4,SE2_4 solar,solar,9.792479429,0,0.01,0.8,solar_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
257,SE2_4,SE2_4 wind_on,wind_on,400.0843542,0,0.015,1,windon_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
258,SE2_4,SE2_4 fossil_other,fossil_other,46.73416829,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
259,SE2_5,SE2_5 hydro,hydro,114.1952819,0,0,0.46,inflow_NO1,198953.0639,12.5,hydro,const,0.6,0,0,5,,,,updated,
260,SE2_5,SE2_5 wind_on,wind_on,863.882461,0,0.015,1,windon_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
261,SE2_5,SE2_5 fossil_other,fossil_other,100.9107902,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
262,SE2_5,SE2_5 ror,ror,1028.960816,0,0,0.46,inflow_NO1,1792673.949,12.5,ror,const,0.6,0,0,0,,,,created,
263,SE2_5,SE2_5 solar,solar,21.14441902,0,0.01,0.8,solar_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
264,SE2_6,SE2_6 ror,ror,1314.015997,0,0,0.46,inflow_NO1,2289302.187,12.5,ror,const,0.6,0,0,0,,,,created,
265,SE2_6,SE2_6 solar,solar,27.00210193,0,0.01,0.8,solar_SE2,0,1,const,const,0.6,0,0,0,,,,created,
266,SE2_6,SE2_6 hydro,hydro,145.8310412,0,0,0.46,inflow_NO1,254069.45,12.5,hydro,const,0.6,0,0,0,,,,created,
267,SE2_6,SE2_6 wind_on,wind_on,1103.205638,0,0.015,1,windon_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
268,SE2_6,SE2_6 fossil_other,fossil_other,128.8663188,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
269,SE2_7,SE2_7 wind_on,wind_on,636.2279473,0,0.015,1,windon_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
270,SE2_7,SE2_7 hydro,hydro,84.10198501,0,0,0.46,inflow_NO1,146523.9835,12.5,hydro,const,0.6,0,0,0,,,,created,
271,SE2_7,SE2_7 ror,ror,757.8040503,0,0,0.46,inflow_NO1,1320259.779,12.5,ror,const,0.6,0,0,0,,,,created,
272,SE2_7,SE2_7 solar,solar,15.57233874,0,0.01,0.8,solar_SE2,0,1,const,const,0.6,0,0,0,,,,updated,
273,SE2_7,SE2_7 fossil_other,fossil_other,74.31828726,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
274,SE3_1,SE3_1 wind_on,wind_on,338.6495493,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
275,SE3_1,SE3_1 solar,solar,222.1827731,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
276,SE3_1,SE3_1 hydro,hydro,80.79287476,0,0,0.46,inflow_NO1,151346.7704,15,hydro,const,0.6,0,0,5,,,,updated,
277,SE3_1,SE3_1 fossil_other,fossil_other,393.7686243,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
278,SE3_1,SE3_1 ror,ror,51.79735159,0,0,0.46,inflow_NO1,97030.3619,15,ror,const,0.6,0,0,0,,,,created,
279,SE3_10,SE3_10 solar,solar,43.85637345,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
280,SE3_10,SE3_10 wind_off,wind_off,48,0,0.015,0.8,windoff_DE_Baltic2,0,1,const,const,0.6,0,0,0,56.98,17.02,,updated,
281,SE3_10,SE3_10 fossil_other,fossil_other,77.7254852,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
282,SE3_10,SE3_10 hydro,hydro,15.94760223,0,0,0.46,inflow_NO1,29874.14546,15,hydro,const,0.6,0,0,0,,,,created,
283,SE3_10,SE3_10 ror,ror,10.22421299,0,0,0.46,inflow_NO1,19152.69905,15,ror,const,0.6,0,0,0,,,,created,
284,SE3_10,SE3_10 wind_on,wind_on,66.84560146,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
285,SE3_2,SE3_2 ror,ror,19.60221782,0,0,0.46,inflow_NO1,36720.22276,15,ror,const,0.6,0,0,0,,,,created,
286,SE3_2,SE3_2 hydro,hydro,30.57529932,0,0,0.46,inflow_NO1,57275.75383,15,hydro,const,0.6,0,0,5,,,,updated,
287,SE3_2,SE3_2 solar,solar,84.0829691,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
288,SE3_2,SE3_2 wind_on,wind_on,128.158719,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
289,SE3_2,SE3_2 fossil_other,fossil_other,149.0180117,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
290,SE3_3,SE3_3 nuclear,nuclear,5441.063506,1088.212701,9.37,1,const,0,1,const,const,0.6,0,0,0,,,,updated,
291,SE3_3,SE3_3 solar,solar,1062.12666,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
292,SE3_3,SE3_3 wind_on,wind_on,1618.886602,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
293,SE3_3,SE3_3 fossil_other,fossil_other,1882.378854,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
294,SE3_3,SE3_3 hydro,hydro,386.2237608,0,0,0.46,inflow_NO1,723500.9153,15,hydro,const,0.6,0,0,0,,,,created,
295,SE3_3,SE3_3 ror,ror,247.6130227,0,0,0.46,inflow_NO1,463845.7463,15,ror,const,0.6,0,0,0,,,,created,
296,SE3_4,SE3_4 ror,ror,11.15849518,0,0,0.46,inflow_NO1,20902.86072,15,ror,const,0.6,0,0,0,,,,created,
297,SE3_4,SE3_4 wind_on,wind_on,72.95391073,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,created,
298,SE3_4,SE3_4 solar,solar,47.86394143,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
299,SE3_4,SE3_4 hydro,hydro,17.40488415,0,0,0.46,inflow_NO1,32604.02619,15,hydro,const,0.6,0,0,5,,,,updated,
300,SE3_4,SE3_4 fossil_other,fossil_other,84.82799144,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
301,SE3_5,SE3_5 ror,ror,20.07362633,0,0,0.46,inflow_NO1,37603.29761,15,ror,const,0.6,0,0,0,,,,created,
302,SE3_5,SE3_5 fossil_other,fossil_other,152.6017061,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
303,SE3_5,SE3_5 solar,solar,86.105058,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
304,SE3_5,SE3_5 hydro,hydro,31.31059655,0,0,0.46,inflow_NO1,58653.16316,15,hydro,const,0.6,0,0,5,,,,updated,
305,SE3_5,SE3_5 wind_on,wind_on,131.2407739,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
306,SE3_6,SE3_6 solar,solar,649.4153531,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
307,SE3_6,SE3_6 nuclear,nuclear,2335.936494,467.1872988,9.37,1,const,0,1,const,const,0.6,0,0,0,,,,updated,
308,SE3_6,SE3_6 fossil_other,fossil_other,1150.941572,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
309,SE3_6,SE3_6 hydro,hydro,236.1485211,0,0,0.46,inflow_NO1,442369.6534,15,hydro,const,0.6,0,0,0,,,,created,
310,SE3_6,SE3_6 ror,ror,151.3978555,0,0,0.46,inflow_NO1,283608.8769,15,ror,const,0.6,0,0,0,,,,created,
311,SE3_6,SE3_6 wind_on,wind_on,989.8346914,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
312,SE3_7,SE3_7 fossil_other,fossil_other,397.8573084,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
313,SE3_7,SE3_7 hydro,hydro,81.63178502,0,0,0.46,inflow_NO1,152918.2748,15,hydro,const,0.6,0,0,0,,,,created,
314,SE3_7,SE3_7 ror,ror,52.33518775,0,0,0.46,inflow_NO1,98037.8736,15,ror,const,0.6,0,0,0,,,,created,
315,SE3_7,SE3_7 solar,solar,224.4898009,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
316,SE3_7,SE3_7 wind_on,wind_on,342.1659062,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
317,SE3_8,SE3_8 wind_on,wind_on,154.1898615,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
318,SE3_8,SE3_8 solar,solar,101.1616023,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
319,SE3_8,SE3_8 ror,ror,23.58375047,0,0,0.46,inflow_NO1,44178.7036,15,ror,const,0.6,0,0,0,,,,created,
320,SE3_8,SE3_8 hydro,hydro,36.7856452,0,0,0.46,inflow_NO1,68909.40092,15,hydro,const,0.6,0,0,0,,,,created,
321,SE3_8,SE3_8 fossil_other,fossil_other,179.2860194,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
322,SE3_9,SE3_9 ror,ror,19.28341323,0,0,0.46,inflow_NO1,36123.01608,15,ror,const,0.6,0,0,0,,,,created,
323,SE3_9,SE3_9 wind_on,wind_on,126.0743841,0,0.015,0.8,windon_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
324,SE3_9,SE3_9 solar,solar,82.71546891,0,0.01,0.8,solar_SE3,0,1,const,const,0.6,0,0,0,,,,updated,
325,SE3_9,SE3_9 hydro,hydro,30.07803183,0,0,0.46,inflow_NO1,56344.23815,15,hydro,const,0.6,0,0,5,,,,updated,
326,SE3_9,SE3_9 fossil_other,fossil_other,146.5944274,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
327,SE4_1,SE4_1 hydro,hydro,48.17765065,0,0,0.46,inflow_NO1,105322.2356,15,hydro,const,0.6,0,0,5,,,,updated,
328,SE4_1,SE4_1 solar,solar,552.0013598,0,0.01,0.8,solar_SE4,0,1,const,const,0.6,0,0,0,,,,updated,
329,SE4_1,SE4_1 wind_on,wind_on,1143.028369,0,0.015,0.8,windon_SE4,0,1,const,const,0.6,0,0,0,,,,updated,
330,SE4_1,SE4_1 fossil_other,fossil_other,977.9921877,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
331,SE4_2,SE4_2 hydro,hydro,54.28688292,0,0,0.46,inflow_NO1,118677.7644,15,hydro,const,0.6,0,0,5,,,,updated,
332,SE4_2,SE4_2 wind_on,wind_on,1287.971631,0,0.015,0.8,windon_SE4,0,1,const,const,0.6,0,0,0,,,,updated,
333,SE4_2,SE4_2 wind_off,wind_off,110,0,0.015,0.8,windoff_DE_Baltic2,0,1,const,const,0.6,0,0,0,55.516667,12.783333,,updated,
334,SE4_2,SE4_2 solar,solar,621.9986402,0,0.01,0.8,solar_SE4,0,1,const,const,0.6,0,0,0,,,,updated,
335,SE4_2,SE4_2 fossil_other,fossil_other,1102.007812,0,110.19,1,const,0,1,const,const,0.6,0,0,0,,,,created,
336,GB,,wind_on,15370,0,0.015,0.75,windon_UK,0,,,,,,,,,,,,Wind energy
337,GB,,wind_off,14733,0,0.015,0.5,windoff_GB_Doggerbank,0,,,,,,,,,,,,Wind energy
338,GB,,solar,15919,0,0.01,0.8,solar_UK,0,,,,,,,,,,,,Wind energy
339,GB,,hydro,2191,0,1,0.46,inflow_NO1,0,25,hydro,const,0.6,,,,,,,,Hydropower
340,GB,,biomass,8405,0,15,1,const,0,,,,,,,,,,,,Power Statistics
341,GB,,nuclear,5883,1176.6,9.37,1,const,0,,,,,,,,,,,,Nuclear Power in the United Kingdom - World Nuclear Association
342,GB,,fossil_gas,36149,0,137.52,1,const,0,,,,,,,,,,,,Power Statistics
343,GB,,fossil_other,4200,0,110.19,1,const,0,,,,,,,,,,,,UK Electricity capacity and generation by fuel between 1920 and 2020
344,DE,,wind_on,59840.62,0,0.015,0.75,windon_DE,0,,,,,,,,,,,,
345,DE,,wind_off,8456,0,0.015,0.5,windoff_DE_Baltic2,0,,,,,,,,,,,,
346,DE,,solar,76957.01,0,0.01,0.8,solar_DE,0,,,,,,,,,,,,
347,DE,,hydro,14560.8,0,1,0.46,inflow_NO1,0,25,hydro,const,0.6,,,,,,,,
348,DE,,biomass,12068.54,0,15,1,const,0,,,,,,,,,,,,
349,DE,,nuclear,0,0,9.37,1,const,0,,,,,,,,,,,,
350,DE,,fossil_gas,36255,0,137.52,1,const,0,,,,,,,,,,,,
351,DE,,fossil_other,42149,0,110.19,1,const,0,,,,,,,,,,,,
352,NL,,wind_on,6812,0,0.015,0.75,windon_NL,0,,,,,,,,,,,,
353,NL,,wind_off,3978,0,0.015,0.5,windoff_GB_Doggerbank,0,,,,,,,,,,,,
354,NL,,solar,24261,0,0.01,0.8,solar_NL,0,,,,,,,,,,,,
355,NL,,hydro,38,0,1,0.46,inflow_NO1,0,25,hydro,const,0.6,,,,,,,,
356,NL,,biomass,1201,0,15,1,const,0,,,,,,,,,,,,
357,NL,,nuclear,486,97,9.37,1,const,0,,,,,,,,,,,,
358,NL,,fossil_gas,18351,0,137.52,1,const,0,,,,,,,,,,,,
359,NL,,fossil_other,4006,0,110.19,1,const,0,,,,,,,,,,,,
360,EE,,wind_on,447,0,0.015,0.75,windon_FI,0,,,,,,,,,,,,
361,EE,,wind_off,0,0,0.015,0.5,windoff_DE_Baltic2,0,,,,,,,,,,,,
362,EE,,solar,812,0,0.01,0.8,solar_SE3,0,1,,,,,,,,,,,
363,EE,,hydro,8,0,1,0.46,inflow_NO1,0,25,hydro,const,0.6,,,,,,,,
364,EE,,biomass,187.3,0,32,1,const,0,,,,,,,,,,,,
365,EE,,nuclear,0,0,9.37,1,const,0,,,,,,,,,,,,
366,EE,,fossil_gas,15.3,0,137.52,1,const,0,,,,,,,,,,,,
367,EE,,fossil_other,1408.4,0,110.19,1,const,0,,,,,,,,,,,,
368,LT,,wind_on,1288,0,0.015,0.75,windon_FI,0,,,,,,,,,,,,
369,LT,,wind_off,0,0,0.015,0.5,windoff_DE_Baltic2,0,,,,,,,,,,,,
370,LT,,solar,1165,0,0.01,0.8,solar_SE4,0,1,,,,,,,,,,,
371,LT,,hydro,1029,0,1,0.46,inflow_NO1,0,25,hydro,const,0.6,,,,,,,,
372,LT,,biomass,303,0,15,1,const,0,,,,,,,,,,,,
373,LT,,nuclear,0,0,9.37,1,const,0,,,,,,,,,,,,
374,LT,,fossil_gas,1503,0,137.52,1,const,0,,,,,,,,,,,,
375,LT,,fossil_other,0,0,110.19,1,const,0,,,,,,,,,,,,
376,PL,,wind_on,9582.93,0,0.015,0.75,windon_DE,0,,,,,,,,,,,,
377,PL,,wind_off,0,0,0.015,0.5,windoff_DE_Baltic2,0,,,,,,,,,,,,
378,PL,,solar,14608.7,0,0.01,0.8,solar_DE,0,,,,,,,,,,,,
379,PL,,hydro,2377.3,0,1,0.46,inflow_NO1,0,25,hydro,const,0.6,,,,,,,,
380,PL,,biomass,2305.06,0,15,1,const,0,,,,,,,,,,,,
381,PL,,nuclear,0,0,9.37,1,const,0,,,,,,,,,,,,
382,PL,,fossil_gas,5162.38,0,137.52,1,const,0,,,,,,,,,,,,
383,PL,,fossil_other,27053.66,0,110.19,1,const,0,,,,,,,,,,,,
384,NO2_6,NO2_6 SMR R1,nuclear,300,30,9.37,1,const,0,,,,,,,,,,,,
385,NO2_6,NO2_6 SMR R2,nuclear,300,30,9.37,1,const,0,,,,,,,,,,,,
386,NO2_6,NO2_6 SMR R3,nuclear,300,30,9.37,1,const,0,,,,,,,,,,,,
387,NO2_6,NO2_6 SMR R4,nuclear,300,30,9.37,1,const,0,,,,,,,,,,,,
